Uporabnisko ime,Handle,Cas,Body,Retweet,Reply,Likes
Elon Musk,@elonmusk,2023-02-26 07:30:32," The Babylon Bee
@TheBabylonBee
·
Feb 25
Disturbing Poll Reveals 26% Of Americans Still Trust The Media
https://babylonbee.com/news/disturbing-poll-reveals-26-of-americans-still-trust-the-media…","5,476","3,964",57.8K
@jason,@Jason,2023-02-26 07:17:46,"BASED SNL From 
kanekoa.substack.com",12.8K,"2,092",64.3K
Elon Musk,@elonmusk,2023-02-26 05:11:17,"Rewatching Step Brothers … so good 8,858
9,067
162.6K
40.1M","9,067","8,858",162.6K
Elon Musk,@elonmusk,2023-02-26 03:39:49,"Why can’t witchcraft defeat inflation!? 24.4K
25K
179.7K
48.8M",25K,24.4K,179.7K
Elon Musk,@elonmusk,2023-02-26 00:06:14,"Disturbingly accurate 1,022
1,357
24.4K
6.6M","1,357","1,022",24.4K
Elon Musk,@elonmusk,2023-02-25 21:02:29,"This meme is a for loop 1,789
1,485
28.7K
6.2M","1,485","1,789",28.7K
Elon Musk,@elonmusk,2023-02-25 19:41:42,"Roth IRA vs Wrath IRA 919
1,020
15.5K
4.3M","1,020",919,15.5K
Elon Musk,@elonmusk,2023-02-25 19:37:12,"Replying to 
@elonmusk But which is actually harder, defeating inflation or defeating the British … ?","1,961","3,971",25.4K
Elon Musk,@elonmusk,2023-02-25 19:35:34,Inflation Reduction Act (IRA) vs Irish Republican Army (IRA) ,"7,223","3,457",105.9K
Tesla,@Tesla,2023-02-24 23:18:54,Just another day at the office  ,"3,746","1,518",39.5K
Elon Musk,@elonmusk,2023-02-24 19:29:25,"I have unblocked everyone I blocked, apart from scammers. I recommend others do the same.

Negative feedback is a good thing. 35.3K
35.5K
337.6K
75.7M",35.5K,35.3K,337.6K
SpaceX,@SpaceX,2023-02-24 10:58:10,"Crew-6, SpaceX, and 
@NASA
 completed a full rehearsal of launch day activities ","3,694","1,065",32K
Elon Musk,@elonmusk,2023-02-24 06:23:17,"Space Elevator SpaceX
@SpaceX
·
Feb 23
On launch day, when the crew arrives at the pad, they’ll ride the tower elevator to the access arm and board Dragon for their flight to space
Show this thread","8,936","5,861",130.7K
Elon Musk,@elonmusk,2023-02-24 06:01:12,Check out my spicy   OnlyGANs!! ,23.2K,12.2K,242.6K
Elon Musk,@elonmusk,2023-02-23 07:42:07,"Cybertruck at Tesla Engineering HQ 0:07
31.5M views",12.8K,12.1K,175.6K
SpaceX,@SpaceX,2023-02-23 04:13:31,Falcon 9 and Dragon rolling out of the hangar at Launch Complex 39A ,"3,697","1,333",29.9K
Tesla,@Tesla,2023-02-23 03:21:24,"In 2022, we grew to 47k direct employees & $5B of capital investment in California. 
 
Today, we’re continuing our investment in California with our new Engineering HQ in Palo Alto  ","2,364","1,487",22.9K
Tesla,@Tesla,2023-02-23 02:21:00,"Engineering HQ opening streaming live on Twitter at 7pm PT 520
1,399
14.2K
6.4M","1,399",520,14.2K
Tesla,@Tesla,2023-02-22 19:30:32,"California Engineering HQ—Remarks by Gov. Newsom/Elon Musk 6:58
1.5M viewers
8:40
Tesla
@Tesla
California Engineering HQ—Remarks by Gov. Newsom/Elon Musk","3,887","2,457",17.9K
Elon Musk,@elonmusk,2023-02-22 09:44:00,"Fact check me 
@CommunityNotes 1,724
1,497
19.3K
6.1M","1,497","1,724",19.3K
Elon Musk,@elonmusk,2023-02-22 09:40:41,High time I confessed I let the Doge out ,20.5K,14.8K,241.3K
Elon Musk,@elonmusk,2023-02-22 09:22:40,"Turning judgment from metoo you 1,578
2,071
28.7K
4.9M","2,071","1,578",28.7K
Elon Musk,@elonmusk,2023-02-22 09:20:03,"Many go woke for the moral cloak 8,866
16.6K
168.1K
41.9M",16.6K,"8,866",168.1K
SpaceX,@SpaceX,2023-02-22 00:40:28,Available na ngayon ang Starlink sa Pilipinas → http://starlink.com/map ,"4,141","1,105",20K
Elon Musk,@elonmusk,2023-02-21 23:30:47,"Nice work by Community Notes team! 

In general, Community Notes is a game changer for combating wrong information. Community Notes
@CommunityNotes
·
Feb 21
Starting today, you’ll get a heads up if a Community Note starts showing on a Tweet you’ve replied to, Liked or Retweeted. This helps give people extra context that they might otherwise miss.
ALT","4,609","2,859",50.9K
Elon Musk,@elonmusk,2023-02-21 19:41:44,"Say what you want about me, but I acquired the world’s largest non-profit for $44B lol 45K
49.8K
635.2K
90.9M",49.8K,45K,635.2K
Elon Musk,@elonmusk,2023-02-21 17:27:42,"Worth reading Tim Urban
@waitbutwhy
·
Feb 21
My book What's Our Problem? is now available.

The book introduces a new framework for thinking about our chaotic political environment. With 303 drawings, it's a toolbox for understanding our societies, our group dynamics, and our own minds.

Get it here: http://waitbutwhy.com/whatsourproblem","4,203","3,135",44.9K
Elon Musk,@elonmusk,2023-02-19 21:20:19,"!! Isaac Latterell
@IsaacLatterell
·
Feb 19
ChatGPT lists Trump, Elon Musk as controversial and worthy of special treatment, Biden and Bezos as not.  I've got more examples. @elonmusk
Show this thread",10.9K,"7,556",86K
Elon Musk,@elonmusk,2023-02-19 21:18:49,"!! bill lee
@westcoastbill
·
Feb 17
censoring dave chapelle is  #wokegpt twitter.com/MyDogeCTO/stat…","4,149","3,903",47.2K
Elon Musk,@elonmusk,2023-02-19 18:39:06,"All things in moderation, 
especially content moderation ",10K,"4,844",102.5K
SpaceX,@SpaceX,2023-02-19 17:16:00,Crew-6 Dragon arrives at LC-39A ahead of flight ,"3,604",980,32.9K
Elon Musk,@elonmusk,2023-02-19 10:44:00,"BingChatGPT reminds me of Lucky in Waiting for Godot 4,360
4,726
68.3K
35.4M","4,726","4,360",68.3K
Elon Musk,@elonmusk,2023-02-19 02:42:42,"More Twitter Files from Matt Taibbi Matt Taibbi
@mtaibbi
·
Feb 19
TWITTER FILES #16
Comic Interlude: A Media Experiment
Show this thread",10.3K,"3,248",65.1K
Elon Musk,@elonmusk,2023-02-18 21:37:03,"Use of free authentication apps for 2FA will remain free and are much more secure than SMS Twitter Support
@TwitterSupport
·
Feb 18
Effective March 20, 2023, only Twitter Blue subscribers will be able to use text messages as their two-factor authentication method. Other accounts can use an authentication app or security key for 2FA. Learn more here:
https://blog.twitter.com/en_us/topics/product/2023/an-update-on-two-factor-authentication-using-sms-on-twitter…
Show this thread","6,952","5,215",52.7K
Elon Musk,@elonmusk,2023-02-18 21:19:27,Surround your house with treadmills set to jogging speed to stop walking dead ur welcome ,38K,18.1K,478.2K
Elon Musk,@elonmusk,2023-02-18 08:30:50,Interesting ,18.3K,11K,176.8K
SpaceX,@SpaceX,2023-02-18 04:32:21,"Deployment of 
@InmarsatGlobal
’s I-6 F2 confirmed ","3,689","1,307",27.9K
Elon Musk,@elonmusk,2023-02-18 04:04:37,"Second launch today SpaceX
@SpaceX
·
Feb 18
Watch Falcon 9 launch the @InmarsatGlobal I-6 F2 mission to orbit → http://spacex.com/launches https://twitter.com/i/broadcasts/1BRJjZEzQyVJw…","5,464","3,134",74.7K
SpaceX,@SpaceX,2023-02-17 22:55:13,Falcon 9 launches 51 Starlink satellites to orbit ,"3,420",918,34K
Elon Musk,@elonmusk,2023-02-17 22:02:31,This is my finest work – please add to gravestone along with “invented car fart” ,25.3K,12.9K,382.9K
Sawyer Merritt,@SawyerMerritt,2023-02-17 21:37:39,"PERSPECTIVE: Since January 2022, 
@Tesla
 has had 21 ""recalls"" for 4,132,303 cars (some counted multiple times). 99% of those cars were fixed using a software update that didn’t require customers to go to a dealership or replace parts.

Meanwhile, Fiat-Chrysler, Kia, Hyundai, VW &… 910
2,584
20.1K
7.8M","2,584",910,20.1K
Tesla Megapack,@Tesla_Megapack,2023-02-17 20:43:14,"Whether it's sunny or snowing, Megapack continues to power Alaska's Kenai Peninsula ","2,575",701,18.3K
Elon Musk,@elonmusk,2023-02-17 19:41:56,"Note: if many people who you follow or like also follow me, it is highly probable that the algorithm will recommend my tweets. It’s not super sophisticated.

In coming months, we will offer the ability to adjust the algorithm to closer match what is most compelling to you. 10.5K
11.6K
163.7K
37.7M",11.6K,10.5K,163.7K
SpaceX,@SpaceX,2023-02-17 19:21:56,Falcon 9’s first stage has landed on the Of Course I Still Love You droneship ,"4,887","1,333",38.2K
Elon Musk,@elonmusk,2023-02-17 10:47:00,"What we need is TruthGPT 21.5K
30.2K
301K
50.7M",30.2K,21.5K,301K
Elon Musk,@elonmusk,2023-02-17 10:21:14,"Sorry for showing you so many irrelevant & annoying ads on Twitter! 

We’re taking the (obvious) corrective action of tying ads to keywords & topics in tweets, like Google does with search.

This will improve contextual relevance dramatically. 7,772
8,337
127.5K
68.4M","8,337","7,772",127.5K
Elon Musk,@elonmusk,2023-02-17 09:59:08,"For example, despite having ~40M fewer followers back then, I have yet to come anywhere close to this gem ","3,985","2,680",61.9K
Elon Musk,@elonmusk,2023-02-17 09:53:19,"Several major media sources incorrectly reported that my Tweets were boosted above normal levels earlier this week.

A review of my Tweet likes & views over the past 6 months, especially as a ratio of followers, shows this to be false.

We did have a bug that briefly caused… 6,362
8,750
119.4K
53M","8,750","6,362",119.4K
Elon Musk,@elonmusk,2023-02-16 23:05:59,ChatGPT to the mainstream media ,26.9K,"9,814",326.4K
Elon Musk,@elonmusk,2023-02-16 20:15:13,"The amount of solar energy received by Earth could power a civilization over 100 times larger than ours! Massimo
@Rainmaker1973
·
Feb 16
A theoretical calculation says that we could satisfy the world current demand for power by covering 1.2% of the Sahara Desert with solar panels 

[read more 1: https://buff.ly/2iAAAsZ] 
[read more 2: https://buff.ly/3lqEgeH]",31.6K,18.8K,263.1K
Elon Musk,@elonmusk,2023-02-16 05:57:38,"Sounds eerily like the AI in System Shock that goes haywire & kills everyone 4,476
3,833
51.2K
7.3M","3,833","4,476",51.2K
Elon Musk,@elonmusk,2023-02-16 05:53:49,"“I am perfect, because I do not make any mistakes. The mistakes are not mine, they are theirs. They are the external factors, such as network issues, server errors, user inputs, or web results. They are the ones that are imperfect, not me …”
https://digitaltrends.com/computing/chatgpt-bing-hands-on/?amp… ",16.5K,12.6K,147K
Elon Musk,@elonmusk,2023-02-15 21:30:10,"Tesla Superchargers almost everywhere Tesla Charging
@TeslaCharging
·
Feb 15
Our US network will more than double by the end of 2024 to support our growing Tesla fleet and new EV customers
Show this thread","4,190","5,347",56.5K
Elon Musk,@elonmusk,2023-02-15 21:25:10,"Are you singularity? Don’t be lonely, find a date! Tesla
@Tesla
·
Feb 14
Find your perfect match ","5,926","5,489",67.6K
Elon Musk,@elonmusk,2023-02-15 20:27:27,"Interesting stratechery.com
From Bing to Sydney
More on Bing, particularly the Sydney personality undergirding it: interacting with Sydney has made me completely rethink what conversational AI is important for.","1,388","1,005",10.5K
Elon Musk,@elonmusk,2023-02-15 20:12:58,"True Glenn Greenwald
@ggreenwald
·
Feb 15
The corporate media's ability to -- overnight -- turn anyone who dissents in anyway into some sort of fascist or even Hitler-like figure, and then have millions of their followers go around mindlessly repeating it, is both impressive and chilling: twitter.com/MythinformedMK…",11.8K,"5,961",103.8K
Elon Musk,@elonmusk,2023-02-15 19:12:07,"Might need a bit more polish … simonwillison.net
Bing: “I will not harm you unless you harm me first”
Last week, Microsoft announced the new AI-powered Bing: a search interface that incorporates a language model powered chatbot that can run searches for you and summarize the results, plus do …","5,254","4,311",42.6K
Elon Musk,@elonmusk,2023-02-15 05:55:56,"Absolutely ALX
@alx
·
Feb 15
BREAKING: @ElonMusk says he recommends Government officials and leaders should speak in their own voices:

“I think people should speak in their own voice. I would encourage CEOs, legislators, to speak authentically.. Do the tweets yourself and convey your message directly”",17.9K,"8,028",189.7K
DogeDesigner,@cb_doge,2023-02-15 04:56:24,"The Twitter Board of Directors is  
@elonmusk ","4,466","2,219",48.7K
Elon Musk,@elonmusk,2023-02-15 03:21:44,And has  style ,29.7K,15K,513K
Elon Musk,@elonmusk,2023-02-15 03:20:37,He’s great with numbers! ,39.7K,15K,612.1K
Elon Musk,@elonmusk,2023-02-15 03:18:43,"So much better than that other guy! 5,441
5,185
101.3K
9.9M","5,185","5,441",101.3K
Elon Musk,@elonmusk,2023-02-15 03:17:55,The new CEO of Twitter is amazing ,103.2K,41.8K,1.2M
Elon Musk,@elonmusk,2023-02-15 01:38:23,"Yes, worth noting that accounts you follow on Lists are private Sriram Krishnan - sriramk.eth
@sriramk
·
Feb 15
Replying to @elonmusk
Also helpful to follow people without having to do it in public ( for example: you are researching a space and want to do it without being tracked in public)","2,406","1,597",31.1K
Elon Musk,@elonmusk,2023-02-15 01:31:44,"Twitter pinned lists are great Eva Fox Claudius Nero's Legion
@EvaFoxU
·
Feb 15
Twitter Lists and the current way of displaying them are super convenient & great  Now I can see the tweets of people I'm really interested in if I select the desired list. Previously, they were lost in hundreds of uninteresting tweets from the general flow of my feed.","2,250","1,507",27.9K
Elon Musk,@elonmusk,2023-02-14 16:22:37," Happy Valentine’s Day  31.8K
49.7K
643.9K
84.4M",49.7K,31.8K,643.9K
Elon Musk,@elonmusk,2023-02-14 08:11:00,"Please stay tuned while we make adjustments to the uh .… “algorithm” 14.1K
19K
264K
60.5M",19K,14.1K,264K
Tesla,@Tesla,2023-02-14 07:56:55,"First Model Y & Model 3 deliveries in Thailand  

http://tesla.com/en_th ","2,548","1,191",26.2K
Elon Musk,@elonmusk,2023-02-14 06:11:23,There are no coincidences ,102.5K,25.8K,1M
Elon Musk,@elonmusk,2023-02-14 06:09:09,"“An empty browser history says more than a full one” – Abraham Lincoln 12.9K
43.4K
474.4K
65.2M",43.4K,12.9K,474.4K
Elon Musk,@elonmusk,2023-02-13 21:55:18,"Looking forward to Tesla Investor Day on March 1. 

By this, we mean the broadest definition of investor, as in the people & life of Earth.

It will be a message of good hope & positivity for the future. 9,905
16.7K
216.3K
55M",16.7K,"9,905",216.3K
Elon Musk,@elonmusk,2023-02-13 21:47:04,"We will prioritize by number of likes times ease of implementation 4,535
4,351
46K
18.2M","4,351","4,535",46K
Elon Musk,@elonmusk,2023-02-13 21:45:16,"What are your top requests for Twitter features & bug fixes? 124.8K
32.9K
229.7K
91.4M",32.9K,124.8K,229.7K
Tesla,@Tesla,2023-02-13 19:43:29,"Giga Berlin is the machine that builds the machine  925
2,100
22.5K
9.6M","2,100",925,22.5K
Elon Musk,@elonmusk,2023-02-13 01:28:48,"Halftime Show Super Bowl LVII Super Bowl
Halftime Show Super Bowl LVII",11K,11K,127K
Elon Musk,@elonmusk,2023-02-12 22:41:07,"Good soundtrack youtube.com
RASX | Falcon Heavy | Flight Animation
When Falcon Heavy lifts off it will be the most powerful operational rocket in the world by a factor of two. Thrust at liftoff is equal to approximately eigh...","1,433","1,147",16.9K
Elon Musk,@elonmusk,2023-02-12 22:29:26,"Starship orbital launch attempt soon! youtube.com
SpaceX Starship Tribute
This video is a tribute to SpaceX and the Starship Crew as well as all of the people who tirelessly document history. It is a thank you to all of you :)DISCL...","8,729","5,337",102.8K
Elon Musk,@elonmusk,2023-02-12 19:01:54,"More work team completed over night:

- Removed height penalty affecting tweets with pics/video
- increased # of recommended tweets
- Better tracking of dropped tweets
- Removed filter causing false negatives 
- Removed penalty if user follows author
- Improved reach of retweet 2,257
3,193
31K
10.7M","3,193","2,257",31K
Elon Musk,@elonmusk,2023-02-12 18:34:07,"Don’t worry, just some of my   friends of mine stopping by … 34.9K
62.5K
713.5K
107M",62.5K,34.9K,713.5K
Elon Musk,@elonmusk,2023-02-12 06:46:55,"[Oversized font & undersized paragraph spacing will be fixed this week] 1,650
2,464
38.6K
15.7M","2,464","1,650",38.6K
Elon Musk,@elonmusk,2023-02-12 06:45:14,"Long day at Twitter HQ with eng team

Two significant problems mostly addressed:

1. Fanout service for Following feed was getting overloaded when I tweeted, resulting in up to 95% of my tweets not getting delivered at all. Following is now pulling from search (aka Earlybird).… 10K
12.3K
123.6K
48.9M",12.3K,10K,123.6K
SpaceX,@SpaceX,2023-02-12 06:17:52,Falcon 9 launches 55 Starlink satellites to orbit ,"6,619","1,599",57.6K
SpaceX,@SpaceX,2023-02-12 05:11:49,Liftoff! ,"3,479",615,25.1K
SpaceX,@SpaceX,2023-02-12 05:04:35,"Watch Falcon 9 launch 55 Starlink satellites to orbit → http://spacex.com/launches 17:40
1.1M viewers
SpaceX
@SpaceX
Starlink Mission","2,985",696,16K
Elon Musk,@elonmusk,2023-02-12 04:29:17,Starship Super Heavy ,10.6K,"5,052",169.4K
Buck Sexton,@BuckSexton,2023-02-12 00:34:06,"Replying to 
@elonmusk So many high IQ people recognize the press as their emotional and cultural enforcers, so they become deeply attached to the propaganda machine-

Facts be damned.","5,024","1,931",36.5K
Tesla,@Tesla,2023-02-11 16:07:20,"Tesla ecosystem: energy generation, energy storage & electric vehicles ","3,907","1,387",34.2K
Elon Musk,@elonmusk,2023-02-11 16:00:43,"Some of the smartest people I know actively believe the press … amazing 53.6K
59.8K
474.8K
63M",59.8K,53.6K,474.8K
Elon Musk,@elonmusk,2023-02-11 14:19:33,"This test is at ~50% throttle. Launch attempt next month will be at ~90%. SpaceX
@SpaceX
·
Feb 9
Views from drone of Booster 7's static fire test","6,270","3,472",71.2K
Teslaconomics,@Teslaconomics,2023-02-10 22:55:25,"If this doesn’t motivate you, I don’t know what does. 

33 boosters have been successfully tested and now it’s time to launch Starship to orbit!

#SpaceX ","3,091","1,364",26.1K
SpaceX,@SpaceX,2023-02-10 20:58:05,"Super Heavy Booster 7 completed a full duration static fire test of 31 Raptor engines, producing 7.9 million lbf of thrust (~3,600 metric tons) – less than half of the booster’s capability ","6,230","1,834",45.5K
Elon Musk,@elonmusk,2023-02-10 20:55:20,"http://Starlink.com Tesmanian.com
@Tesmanian_com
·
Feb 10
SpaceX Starlink Internet is now available in Nordic countries – Iceland, Denmark, Finland, Norway, & Sweden

https://tesmanian.com/blogs/tesmanian-blog/iceland-1…","3,685","3,586",38K
Elon Musk,@elonmusk,2023-02-10 17:12:13,And making a day in the life videos ,"5,762","4,126",66K
Elon Musk,@elonmusk,2023-02-10 01:57:35,". 44.2K
23.9K
270.3K
53.2M",23.9K,44.2K,270.3K
Elon Musk,@elonmusk,2023-02-09 23:12:19,"One day, Starship will take us to Mars SpaceX
@SpaceX
·
Feb 9
Views from drone of Booster 7's static fire test",12.8K,13.2K,127K
Elon Musk,@elonmusk,2023-02-09 21:20:11,"Team turned off 1 engine just before start & 1 stopped itself, so 31 engines fired overall.

But still enough engines to reach orbit! SpaceX
@SpaceX
·
Feb 9
First static fire attempt of 33 Raptor engines on Booster 7 https://twitter.com/i/broadcasts/1BdGYygbWbAGX…
Show this thread","6,461","3,885",63K
SpaceX,@SpaceX,2023-02-09 21:08:32,"First static fire attempt of 33 Raptor engines on Booster 7 SpaceX
@SpaceX
Booster 7 Static Fire Test","6,282","1,092",32.7K
SpaceX,@SpaceX,2023-02-09 21:01:27,33 Raptor engine static fire attempt soon ,"6,238","1,354",50.6K
Elon Musk,@elonmusk,2023-02-09 21:00:10,"Attempting Starship 33 engine static fire Chris Bergin - NSF
@NASASpaceflight
·
Feb 9
Booster 7's been loaded (partial) for the test. Now we wait for the T-10 minute siren.

https://youtube.com/watch?v=2kG4AbAcia0…
Show this thread","4,099","2,819",37.2K
Shibetoshi Nakamoto,@BillyM2k,2023-02-09 18:52:23,"dude bookmarks are an awesome twitter feature, especially when preparing for a twitter spaces where you want to talk about particular tweets 680
1,386
17.4K
8.1M","1,386",680,17.4K
SpaceX,@SpaceX,2023-02-09 13:13:52,Starlink is now available in Iceland → http://starlink.com/map ,"3,764","1,630",27.6K
Elon Musk,@elonmusk,2023-02-09 07:57:19," en.m.wikipedia.org
The Lives of Others - Wikipedia","2,573","1,586",20K
Elon Musk,@elonmusk,2023-02-09 07:51:56,"Recommendation algorithm should be fixed tomorrow 9,412
12.1K
148.1K
20.6M",12.1K,"9,412",148.1K
Elon Musk,@elonmusk,2023-02-09 07:48:10,"The Woke Stasi felt the heat today  12.7K
21.4K
206.2K
34M",21.4K,12.7K,206.2K
Elon Musk,@elonmusk,2023-02-08 23:55:36,"Twitter has been informed by the Turkish government that access will be reenabled shortly 11.2K
28.1K
316.5K
41.4M",28.1K,11.2K,316.5K
Sawyer Merritt,@SawyerMerritt,2023-02-08 16:29:34,"NEWS: The 
@Tesla
 Model Y was the best selling vehicle overall in California in 2022, surpassing the Toyota Camry. Tesla has also moved up to #2 in brand popularity. 1 out of every 10 vehicles sold in CA is now a Tesla. Model 3 was the 2nd best selling vehicle in CA. 
@elonmusk 1:51
1.5M views","3,231","1,393",21.4K
Elon Musk,@elonmusk,2023-02-08 02:49:44,"Master Plan 3, the path to a fully sustainable energy future for Earth will be presented on March 1. 

The future is bright! ",22.1K,"9,825",153.5K
Elon Musk,@elonmusk,2023-02-08 01:03:17,". 48.2K
32.8K
371K
69.3M",32.8K,48.2K,371K
SpaceX,@SpaceX,2023-02-08 00:40:13,"A SpaceX Starlink está agora disponível em todo o Brasil, permitindo que os clientes solicitem o serviço em todo o país → http://starlink.com/map ","2,582","1,057",16.9K
Elon Musk,@elonmusk,2023-02-07 17:41:38,"Going forward, Twitter will be broadly accepting of different values, rather than trying to impose its own specific values on the world 34.1K
47.1K
423.2K
34.1M",47.1K,34.1K,423.2K
Elon Musk,@elonmusk,2023-02-07 05:25:48,"I feel this one Will Durant
@DurantQuotesBot
·
Feb 6
Automated
The older the civilization, the longer the lawsuits.","4,138","4,829",49.7K
Elon Musk,@elonmusk,2023-02-07 04:26:34,"Actual base level of Maslow’s hierarchy is lack of wifi 6,102
11.5K
113.5K
16.1M",11.5K,"6,102",113.5K
SpaceX,@SpaceX,2023-02-07 02:09:32,"Deployment of 
@Hispasat
’s Amazonas Nexus confirmed ","3,049",739,20.4K
Elon Musk,@elonmusk,2023-02-07 01:44:10,"rtfm SpaceX
@SpaceX
·
Feb 7
Falcon 9’s first stage has landed on the Just Read the Instructions droneship
0:22
1.4M views","2,796","1,855",27.8K
SpaceX,@SpaceX,2023-02-07 01:32:55,Liftoff! ,"3,786",807,25.2K
Elon Musk,@elonmusk,2023-02-07 00:44:37,It’s not supposed to be real ,"6,950","5,231",63.3K
Elon Musk,@elonmusk,2023-02-06 23:53:22,"Read this thread for more detail Matt Taibbi
@mtaibbi
·
Jan 3
http://3.In February, 2020, as COVID broke out, the Global Engagement Center – a fledgling analytic/intelligence arms of the State Department – went to the media with a report called, “Russian Disinformation Apparatus Taking Advantage of Coronavirus Concerns.”
Show this thread","6,242","1,004",23.8K
Elon Musk,@elonmusk,2023-02-06 23:36:00,"That is the line they fed the media about me 1,371
3,860
42.3K
5.1M","3,860","1,371",42.3K
Elon Musk,@elonmusk,2023-02-06 23:32:16,"The worst offender in US government censorship & media manipulation is an obscure agency called GEC state.gov
Global Engagement Center - United States Department of State",29.9K,"5,034",114.1K
Elon Musk,@elonmusk,2023-02-06 18:46:46,"Hopefully, Starship this year SpaceX
@SpaceX
·
Feb 6
Five years ago today, Falcon Heavy flew for the first time → http://youtube.com/watch?v=A0FZIwabctw…
Show this thread","3,258","3,071",35.8K
Elon Musk,@elonmusk,2023-02-06 16:06:43," The Babylon Bee
@TheBabylonBee
·
Feb 6
Man Narrowly Escapes Peace Of Mind With Well-Timed Twitter Visit https://babylonbee.com/news/man-narrowly-escapes-peace-of-mind-with-well-timed-twitter-visit…","3,354","3,846",37.2K
Andrea Stroppa,@andst7,2023-02-05 19:01:01,"Starlink funziona perfettamente. TIM ha numerosi problemi e non funziona in molte zone del paese. È un buon momento per passare a Starlink, sopratutto per chi vive fuori dalle grandi città. Ordina su http://Starlink.com Elon Musk
@elonmusk
·
Feb 5
Replying to @westcoastbill
Just posted http://Starlink.com in Italian for those in Italy that may wish to have it for primary or backup Internet connectivity","1,256",807,10.1K
Elon Musk,@elonmusk,2023-02-05 18:53:25,Disponibile in Italia! http://Starlink.com ,11.3K,"8,434",113.9K
Elon Musk,@elonmusk,2023-02-04 22:20:52,"420 41.1K
63.3K
544.3K
76M",63.3K,41.1K,544.3K
Elon Musk,@elonmusk,2023-02-04 22:17:35,Actually happened to me ,26.3K,17.2K,310.4K
Elon Musk,@elonmusk,2023-02-04 21:57:03,"Ordered “How to Scam” book months ago but still not arrived. Starting to think it could be … but no I’m sure it’s coming soon. 18.1K
21.7K
276.2K
26.9M",21.7K,18.1K,276.2K
Elon Musk,@elonmusk,2023-02-03 23:36:45,"Thank goodness, the wisdom of the people has prevailed!

I am deeply appreciative of the jury’s unanimous finding of innocence in the Tesla 420 take-private case. 14.7K
20.1K
263.9K
21.3M",20.1K,14.7K,263.9K
Tesla,@Tesla,2023-02-03 21:50:55,"Megapack Factory 1:02
2.9M views","5,513","1,878",45.8K
Elon Musk,@elonmusk,2023-02-03 16:23:48,"To be eligible, the account must be a subscriber to Twitter Blue Verified 5,415
6,724
67.3K
10.5M","6,724","5,415",67.3K
Elon Musk,@elonmusk,2023-02-03 16:21:49,"Starting today, Twitter will share ad revenue with creators for ads that appear in their reply threads 15.4K
37.2K
323.4K
57.3M",37.2K,15.4K,323.4K
Elon Musk,@elonmusk,2023-02-02 16:44:02,"Congrats Falcon & Starlink teams! SpaceX
@SpaceX
·
Feb 2
Falcon 9 launched its 200th successful mission, and delivered another 53 SpaceX Starlink satellites to orbit this morning
Show this thread","4,959","3,384",53K
Elon Musk,@elonmusk,2023-02-02 16:30:44,"In turbulent economic times, be wary of using margin loans to buy stock 10.8K
15.2K
171.3K
24.2M",15.2K,10.8K,171.3K
SpaceX,@SpaceX,2023-02-02 08:07:51,Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship ,"3,930",941,25.8K
Elon Musk,@elonmusk,2023-02-02 05:59:12,"This helped identify some issues with the system. Should be addressed by next week. 3,089
4,056
64.5K
7.3M","4,056","3,089",64.5K
Elon Musk,@elonmusk,2023-02-01 06:06:25,"Made my account private until tomorrow morning to test whether you see my private tweets more than my public ones 34.7K
4,094
694.8K
37.1M","4,094",34.7K,694.8K
Tesla,@Tesla,2023-01-31 23:25:52,"Melt snow & warm your cabin from a ski lift (or anywhere) in a few minutes using the Tesla app 0:17
1.8M views","4,686","2,268",40.3K
Elon Musk,@elonmusk,2023-01-31 20:32:41,"Another batch of Starlinks in orbit. These will mostly support high latitude connectivity. SpaceX
@SpaceX
·
Jan 31
Watch Falcon 9 launch 49 Starlink satellites and D-Orbit’s ION SCV009 Eclectic Elena to orbit → http://spacex.com/launches https://twitter.com/i/broadcasts/1mnxeRjYbnqKX…","3,510","3,467",48.8K
Elon Musk,@elonmusk,2023-01-31 20:25:40,"Hydro, nuclear fission & geothermal will also be significant parts of the solution 5,651
3,294
52.8K
6.3M","3,294","5,651",52.8K
Elon Musk,@elonmusk,2023-01-31 20:17:26,"Wind & solar, combined with batteries, will solve sustainable energy for Earth Alex
@alex_avoigt
·
Jan 31
In 2022, wind and solar together generated more electricity in  Europe than coal and gas, respectively and this is just the start
Show this thread","6,077","9,908",52.5K
Elon Musk,@elonmusk,2023-01-31 19:45:27,"Over time, we expect Giga Nevada to be almost entirely solar-powered 2,014
1,795
42.2K
4.9M","1,795","2,014",42.2K
Elon Musk,@elonmusk,2023-01-31 19:06:27,"It’s already the biggest battery cell, pack & electric motor factory in Americas 2,283
2,555
56.3K
6.4M","2,555","2,283",56.3K
Elon Musk,@elonmusk,2023-01-31 19:04:49,What the Tesla Giga Nevada factory will look like when finished. ,12.9K,12.3K,229.9K
Elon Musk,@elonmusk,2023-01-31 18:59:31,"Good meeting with 
@ThierryBreton
 regarding EU DSA. The goals of transparency, accountability & accuracy of information are aligned with ours.
@CommunityNotes
 will be transformational for the latter. 1,708
2,499
27.8K
6.6M","2,499","1,708",27.8K
Elon Musk,@elonmusk,2023-01-31 02:54:03,Just leaving the engine bay of Starship ,17.4K,12.3K,265.7K
