Uporabnisko ime,Handle,Cas,Body,Retweet,Reply,Likes
Elon Musk,@elonmusk,2023-03-02 07:46:06,"The ability of Twitter advertising to reach the most influential people in the world is often not fully appreciated.

While a few other social networks are technically bigger, Twitter is where the writers & leaders spend their time.",15.8K,13.1K,143.4K
SpaceX,@SpaceX,2023-03-02 05:35:28,Liftoff of Crew-6! ,"6,392","1,808",39.2K
NASA,@NASA,2023-03-02 05:04:04,"Rocket fueling has started and all systems remain GO for launch.

NASA’s 
@SpaceX
 #Crew6 mission is set to lift off at 12:34am ET (0534 UTC). The countdown continues. 4:23:19
1.6M viewers
NASA
@NASA
Launch of NASA's SpaceX Crew-6 Mission","3,041",764,15.6K
SpaceX,@SpaceX,2023-03-02 04:50:20,Crew-6 is go for launch ,"4,949","1,283",41.1K
SpaceX,@SpaceX,2023-03-02 04:33:50,"Watch Falcon 9 launch Dragon and Crew-6 to the 
@space_station
 → http://spacex.com/launches SpaceX
@SpaceX
Crew-6 Mission | Launch","3,079",529,14.8K
Elon Musk,@elonmusk,2023-03-02 02:57:31,"Twice as many people died in Japan last year as were born. Population freefall.

Rest of the world is trending to follow. amp.cnn.com
Japan births fall to record low as population crisis deepens
The number of births registered in Japan plummeted to another record low last year -- the latest worrying statistic in a decades-long decline that the country's authorities have failed to reverse...",30.9K,17.7K,140.6K
NASA,@NASA,2023-03-02 01:46:02,"Go for launch!

Watch #Crew6 blast off to the 
@Space_Station
 in 
@SpaceX
's Dragon Endeavour spacecraft. The upcoming launch attempt is scheduled for 12:34am ET (0534 UTC) on Thursday, March 2. 4:23:20
1.6M viewers
NASA
@NASA
Launch of NASA's SpaceX Crew-6 Mission","4,098",768,17.2K
Tesla,@Tesla,2023-03-01 23:32:58,We produced our 4 millionth vehicle at Giga Texas today  ,"5,203","2,258",50.4K
Elon Musk,@elonmusk,2023-03-01 22:16:01,Detailed whitepaper with calculations & assumptions to be released by Tesla shortly,"2,560","2,393",36.4K
Tesla,@Tesla,2023-03-01 21:32:08,"Tesla’s purpose is to accelerate the world’s transition to sustainable energy 

Today, we’re unveiling Master Plan 3—the path to a fully renewable energy future for  ","4,179","1,223",27.2K
Elon Musk,@elonmusk,2023-03-01 21:24:19,"… Tesla
@Tesla
·
Mar 1
Tesla Investor Day https://twitter.com/i/broadcasts/1ynJOaWDYYzKR…","3,294","2,344",29K
Elon Musk,@elonmusk,2023-03-01 21:15:10,"You’re not gonna believe this, but we’re running a little late! 

Presentation starts in ~5 mins. Tesla
@Tesla
·
Feb 28
Tesla Investor Day streaming live on Twitter & YouTube at 3pm CT tomorrow","3,339","3,362",38.6K
Elon Musk,@elonmusk,2023-03-01 06:25:20,"What do you call an infinite gear ratio?
All torque, no action.","7,895",10.4K,94.8K
Elon Musk,@elonmusk,2023-02-28 22:36:16,Periodic reminder to try using Twitter Lists. Will greatly improve your experience.,24.9K,"8,471",79.1K
Tesla,@Tesla,2023-02-28 19:15:35,Tesla Investor Day streaming live on Twitter & YouTube at 3pm CT tomorrow,"3,256","1,315",21.3K
Elon Musk,@elonmusk,2023-02-28 17:44:21,BasedAI,"5,312","7,557",55.5K
Elon Musk,@elonmusk,2023-02-28 02:28:19,"First Starlink v2 satellites reach orbit 0:16
28.4M views",27.1K,13.2K,304.7K
SpaceX,@SpaceX,2023-02-28 01:21:45,Falcon 9 launches 21  second-generation Starlink satellites to orbit ,"4,784","1,082",38.8K
SpaceX,@SpaceX,2023-02-27 23:14:46,Liftoff! ,"4,579","1,324",34.1K
SpaceX,@SpaceX,2023-02-27 23:06:51,"Watch Falcon 9 launch 21 Starlink V2 Mini satellites to orbit → http://spacex.com/launches SpaceX
@SpaceX
Starlink Mission","2,827",658,17.1K
SpaceX,@SpaceX,2023-02-26 23:46:28,"Sunset at the pad 0:35
1.8M views","4,297","1,508",37.3K
Elon Musk,@elonmusk,2023-02-26 21:49:02,"But, all things considered with regard to AGI existential angst, I would prefer to be alive now to witness AGI than be alive in the past and not","2,016","2,780",25.3K
Elon Musk,@elonmusk,2023-02-26 18:39:17,"Hope you have a good Sunday. 

First day of the rest of your life.",22.6K,17.3K,318.2K
Elon Musk,@elonmusk,2023-02-26 18:10:41,"Astronaut launch for 
@NASA
 tomorrow night! SpaceX
@SpaceX
·
Feb 26
All systems and weather are looking good for launch of Crew-6 → http://spacex.com/launches","7,172","3,126",108K
Elon Musk,@elonmusk,2023-02-26 17:51:22,Having a bit of AI existential angst today,"6,697","9,085",95.2K
SpaceX,@SpaceX,2023-02-26 17:38:49,"Among other enhancements, V2 minis are equipped with new argon Hall thrusters for on orbit maneuvering ","3,180",778,26.2K
SpaceX,@SpaceX,2023-02-26 17:37:31,We call them “V2 Mini”. They represent a step forward in Starlink capability ,"3,724","1,013",32.3K
Elon Musk,@elonmusk,2023-02-26 07:30:32," The Babylon Bee
@TheBabylonBee
·
Feb 25
Disturbing Poll Reveals 26% Of Americans Still Trust The Media
https://babylonbee.com/news/disturbing-poll-reveals-26-of-americans-still-trust-the-media…","5,474","3,960",57.7K
@jason,@Jason,2023-02-26 07:17:46,"BASED SNL 0:25
8.2M views
From 
KanekoaTheGreat",12.8K,"2,088",64.2K
Elon Musk,@elonmusk,2023-02-26 05:11:17,Rewatching Step Brothers … so good,"9,057","8,844",162.3K
Elon Musk,@elonmusk,2023-02-26 03:39:49,Why can’t witchcraft defeat inflation!?,24.9K,24.4K,179.3K
Elon Musk,@elonmusk,2023-02-26 00:06:14,Disturbingly accurate,"1,367","1,023",24.3K
Elon Musk,@elonmusk,2023-02-25 21:02:29,This meme is a for loop,"1,499","1,791",28.6K
Elon Musk,@elonmusk,2023-02-25 19:41:42,Roth IRA vs Wrath IRA,"1,032",923,15.5K
Elon Musk,@elonmusk,2023-02-25 19:37:12,"Replying to 
@elonmusk But which is actually harder, defeating inflation or defeating the British … ?","1,975","3,973",25.4K
Elon Musk,@elonmusk,2023-02-25 19:35:34,Inflation Reduction Act (IRA) vs Irish Republican Army (IRA) ,"7,222","3,450",105.6K
Tesla,@Tesla,2023-02-24 23:18:54,Just another day at the office  ,"3,765","1,517",39.5K
Elon Musk,@elonmusk,2023-02-24 19:29:25,"I have unblocked everyone I blocked, apart from scammers. I recommend others do the same.

Negative feedback is a good thing.",35.4K,35.2K,336.7K
SpaceX,@SpaceX,2023-02-24 10:58:10,"Crew-6, SpaceX, and 
@NASA
 completed a full rehearsal of launch day activities ","3,676","1,065",32K
Elon Musk,@elonmusk,2023-02-24 06:23:17,"Space Elevator SpaceX
@SpaceX
·
Feb 23
On launch day, when the crew arrives at the pad, they’ll ride the tower elevator to the access arm and board Dragon for their flight to space
Show this thread","8,935","5,847",130.4K
Elon Musk,@elonmusk,2023-02-24 06:01:12,Check out my spicy   OnlyGANs!! ,23.1K,12.2K,241.8K
Elon Musk,@elonmusk,2023-02-23 07:42:07,Cybertruck at Tesla Engineering HQ ,12.8K,12.1K,175.1K
SpaceX,@SpaceX,2023-02-23 04:13:31,Falcon 9 and Dragon rolling out of the hangar at Launch Complex 39A ,"3,683","1,333",29.9K
Tesla,@Tesla,2023-02-23 03:21:24,"In 2022, we grew to 47k direct employees & $5B of capital investment in California. 
 
Today, we’re continuing our investment in California with our new Engineering HQ in Palo Alto  ","2,377","1,486",22.9K
Tesla,@Tesla,2023-02-23 02:21:00,Engineering HQ opening streaming live on Twitter at 7pm PT,"1,413",521,14.2K
Tesla,@Tesla,2023-02-22 19:30:32,"California Engineering HQ—Remarks by Gov. Newsom/Elon Musk 8:40
Tesla
@Tesla
California Engineering HQ—Remarks by Gov. Newsom/Elon Musk","3,897","2,457",17.9K
Elon Musk,@elonmusk,2023-02-22 09:44:00,"Fact check me 
@CommunityNotes","1,505","1,721",19.3K
Elon Musk,@elonmusk,2023-02-22 09:40:41,High time I confessed I let the Doge out ,20.5K,14.8K,240.8K
Elon Musk,@elonmusk,2023-02-22 09:22:40,Turning judgment from metoo you,"2,078","1,578",28.6K
Elon Musk,@elonmusk,2023-02-22 09:20:03,Many go woke for the moral cloak,16.6K,"8,853",167.7K
SpaceX,@SpaceX,2023-02-22 00:40:28,Available na ngayon ang Starlink sa Pilipinas → http://starlink.com/map ,"4,143","1,105",20K
Elon Musk,@elonmusk,2023-02-21 23:30:47,"Nice work by Community Notes team! 

In general, Community Notes is a game changer for combating wrong information. Community Notes
@CommunityNotes
·
Feb 21
Starting today, you’ll get a heads up if a Community Note starts showing on a Tweet you’ve replied to, Liked or Retweeted. This helps give people extra context that they might otherwise miss.
ALT","4,616","2,858",50.8K
Elon Musk,@elonmusk,2023-02-21 19:41:44,"Say what you want about me, but I acquired the world’s largest non-profit for $44B lol",49.7K,44.9K,633.7K
Elon Musk,@elonmusk,2023-02-21 17:27:42,"Worth reading Tim Urban
@waitbutwhy
·
Feb 21
My book What's Our Problem? is now available.

The book introduces a new framework for thinking about our chaotic political environment. With 303 drawings, it's a toolbox for understanding our societies, our group dynamics, and our own minds.

Get it here: http://waitbutwhy.com/whatsourproblem","4,208","3,136",44.8K
Elon Musk,@elonmusk,2023-02-19 21:20:19,"!! Isaac Latterell
@IsaacLatterell
·
Feb 19
ChatGPT lists Trump, Elon Musk as controversial and worthy of special treatment, Biden and Bezos as not.  I've got more examples. @elonmusk
Show this thread",10.9K,"7,504",85.8K
Elon Musk,@elonmusk,2023-02-19 21:18:49,"!! bill lee
@westcoastbill
·
Feb 17
censoring dave chapelle is  #wokegpt twitter.com/MyDogeCTO/stat…","4,147","3,900",47.1K
Elon Musk,@elonmusk,2023-02-19 18:39:06,"All things in moderation, 
especially content moderation ",10K,"4,839",102.3K
SpaceX,@SpaceX,2023-02-19 17:16:00,Crew-6 Dragon arrives at LC-39A ahead of flight ,"3,592",981,32.8K
Elon Musk,@elonmusk,2023-02-19 10:44:00,BingChatGPT reminds me of Lucky in Waiting for Godot,"4,724","4,360",68.2K
Elon Musk,@elonmusk,2023-02-19 02:42:42,"More Twitter Files from Matt Taibbi Matt Taibbi
@mtaibbi
·
Feb 19
TWITTER FILES #16
Comic Interlude: A Media Experiment
Show this thread",10.3K,"3,243",64.9K
Elon Musk,@elonmusk,2023-02-18 21:37:03,"Use of free authentication apps for 2FA will remain free and are much more secure than SMS Twitter Support
@TwitterSupport
·
Feb 18
Effective March 20, 2023, only Twitter Blue subscribers will be able to use text messages as their two-factor authentication method. Other accounts can use an authentication app or security key for 2FA. Learn more here:
https://blog.twitter.com/en_us/topics/product/2023/an-update-on-two-factor-authentication-using-sms-on-twitter…
Show this thread","6,958","5,198",52.6K
Elon Musk,@elonmusk,2023-02-18 21:19:27,Surround your house with treadmills set to jogging speed to stop walking dead ur welcome ,38K,18K,477.1K
Elon Musk,@elonmusk,2023-02-18 08:30:50,Interesting ,18.3K,10.9K,176.3K
SpaceX,@SpaceX,2023-02-18 04:32:21,"Deployment of 
@InmarsatGlobal
’s I-6 F2 confirmed 0:10
1.5M views","3,662","1,307",27.8K
Elon Musk,@elonmusk,2023-02-18 04:04:37,"Second launch today SpaceX
@SpaceX
·
Feb 18
Watch Falcon 9 launch the @InmarsatGlobal I-6 F2 mission to orbit → http://spacex.com/launches https://twitter.com/i/broadcasts/1BRJjZEzQyVJw…","5,461","3,130",74.6K
SpaceX,@SpaceX,2023-02-17 22:55:13,Falcon 9 launches 51 Starlink satellites to orbit ,"3,401",918,34K
Elon Musk,@elonmusk,2023-02-17 22:02:31,This is my finest work – please add to gravestone along with “invented car fart” ,25.3K,12.9K,381.9K
Sawyer Merritt,@SawyerMerritt,2023-02-17 21:37:39,"PERSPECTIVE: Since January 2022, 
@Tesla
 has had 21 ""recalls"" for 4,132,303 cars (some counted multiple times). 99% of those cars were fixed using a software update that didn’t require customers to go to a dealership or replace parts.

Meanwhile, Fiat-Chrysler, Kia, Hyundai, VW &…","2,596",911,20.1K
Tesla Megapack,@Tesla_Megapack,2023-02-17 20:43:14,"Whether it's sunny or snowing, Megapack continues to power Alaska's Kenai Peninsula ","2,585",700,18.3K
Elon Musk,@elonmusk,2023-02-17 19:41:56,"Note: if many people who you follow or like also follow me, it is highly probable that the algorithm will recommend my tweets. It’s not super sophisticated.

In coming months, we will offer the ability to adjust the algorithm to closer match what is most compelling to you.",11.6K,10.5K,163.3K
SpaceX,@SpaceX,2023-02-17 19:21:56,Falcon 9’s first stage has landed on the Of Course I Still Love You droneship ,"4,843","1,334",38.1K
Elon Musk,@elonmusk,2023-02-17 10:47:00,What we need is TruthGPT,30.1K,21.5K,300.3K
Elon Musk,@elonmusk,2023-02-17 10:21:14,"Sorry for showing you so many irrelevant & annoying ads on Twitter! 

We’re taking the (obvious) corrective action of tying ads to keywords & topics in tweets, like Google does with search.

This will improve contextual relevance dramatically.","8,335","7,756",127.2K
Elon Musk,@elonmusk,2023-02-17 09:59:08,"For example, despite having ~40M fewer followers back then, I have yet to come anywhere close to this gem ","3,992","2,679",61.8K
Elon Musk,@elonmusk,2023-02-17 09:53:19,"Several major media sources incorrectly reported that my Tweets were boosted above normal levels earlier this week.

A review of my Tweet likes & views over the past 6 months, especially as a ratio of followers, shows this to be false.

We did have a bug that briefly caused…","8,755","6,353",119.1K
Elon Musk,@elonmusk,2023-02-16 23:05:59,ChatGPT to the mainstream media ,26.8K,"9,794",325.4K
Elon Musk,@elonmusk,2023-02-16 20:15:13,"The amount of solar energy received by Earth could power a civilization over 100 times larger than ours! Massimo
@Rainmaker1973
·
Feb 16
A theoretical calculation says that we could satisfy the world current demand for power by covering 1.2% of the Sahara Desert with solar panels 

[read more 1: https://buff.ly/2iAAAsZ] 
[read more 2: https://buff.ly/3lqEgeH]",31.5K,18.8K,262.5K
Elon Musk,@elonmusk,2023-02-16 05:57:38,Sounds eerily like the AI in System Shock that goes haywire & kills everyone,"3,843","4,468",51.1K
Elon Musk,@elonmusk,2023-02-16 05:53:49,"“I am perfect, because I do not make any mistakes. The mistakes are not mine, they are theirs. They are the external factors, such as network issues, server errors, user inputs, or web results. They are the ones that are imperfect, not me …”
https://digitaltrends.com/computing/chatgpt-bing-hands-on/?amp… ",16.5K,12.6K,146.6K
Elon Musk,@elonmusk,2023-02-15 21:30:10,"Tesla Superchargers almost everywhere Tesla Charging
@TeslaCharging
·
Feb 15
Our US network will more than double by the end of 2024 to support our growing Tesla fleet and new EV customers
Show this thread","4,193","5,340",56.4K
Elon Musk,@elonmusk,2023-02-15 21:25:10,"Are you singularity? Don’t be lonely, find a date! Tesla
@Tesla
·
Feb 14
Find your perfect match ","5,926","5,486",67.4K
Elon Musk,@elonmusk,2023-02-15 20:27:27,"Interesting stratechery.com
From Bing to Sydney
More on Bing, particularly the Sydney personality undergirding it: interacting with Sydney has made me completely rethink what conversational AI is important for.","1,395","1,004",10.5K
Elon Musk,@elonmusk,2023-02-15 20:12:58,"True Glenn Greenwald
@ggreenwald
·
Feb 15
The corporate media's ability to -- overnight -- turn anyone who dissents in anyway into some sort of fascist or even Hitler-like figure, and then have millions of their followers go around mindlessly repeating it, is both impressive and chilling: twitter.com/MythinformedMK…",11.8K,"5,949",103.5K
Elon Musk,@elonmusk,2023-02-15 19:12:07,"Might need a bit more polish … simonwillison.net
Bing: “I will not harm you unless you harm me first”
Last week, Microsoft announced the new AI-powered Bing: a search interface that incorporates a language model powered chatbot that can run searches for you and summarize the results, plus do …","5,243","4,298",42.5K
Elon Musk,@elonmusk,2023-02-15 05:55:56,"Absolutely ALX
@alx
·
Feb 15
BREAKING: @ElonMusk says he recommends Government officials and leaders should speak in their own voices:

“I think people should speak in their own voice. I would encourage CEOs, legislators, to speak authentically.. Do the tweets yourself and convey your message directly”",17.9K,"8,012",189.2K
DogeDesigner,@cb_doge,2023-02-15 04:56:24,"The Twitter Board of Directors is  
@elonmusk ","4,469","2,218",48.6K
Elon Musk,@elonmusk,2023-02-15 03:21:44,And has  style ,29.7K,15K,511.7K
Elon Musk,@elonmusk,2023-02-15 03:20:37,He’s great with numbers! ,39.7K,15K,610.6K
Elon Musk,@elonmusk,2023-02-15 03:18:43,So much better than that other guy!,"5,202","5,439",101.2K
Elon Musk,@elonmusk,2023-02-15 03:17:55,The new CEO of Twitter is amazing ,103.8K,41.8K,1.2M
Elon Musk,@elonmusk,2023-02-15 01:38:23,"Yes, worth noting that accounts you follow on Lists are private Sriram Krishnan - sriramk.eth
@sriramk
·
Feb 15
Replying to @elonmusk
Also helpful to follow people without having to do it in public ( for example: you are researching a space and want to do it without being tracked in public)","2,406","1,598",31K
Elon Musk,@elonmusk,2023-02-15 01:31:44,"Twitter pinned lists are great Eva Fox Claudius Nero's Legion
@EvaFoxU
·
Feb 15
Twitter Lists and the current way of displaying them are super convenient & great  Now I can see the tweets of people I'm really interested in if I select the desired list. Previously, they were lost in hundreds of uninteresting tweets from the general flow of my feed.","2,260","1,509",27.9K
Elon Musk,@elonmusk,2023-02-14 16:22:37, Happy Valentine’s Day ,49.6K,31.7K,642.3K
Elon Musk,@elonmusk,2023-02-14 08:11:00,Please stay tuned while we make adjustments to the uh .… “algorithm”,18.9K,14K,263.3K
Tesla,@Tesla,2023-02-14 07:56:55,"First Model Y & Model 3 deliveries in Thailand  

http://tesla.com/en_th ","2,571","1,192",26.2K
Elon Musk,@elonmusk,2023-02-14 06:11:23,There are no coincidences ,102.2K,25.7K,1M
Elon Musk,@elonmusk,2023-02-14 06:09:09,“An empty browser history says more than a full one” – Abraham Lincoln,43.3K,12.9K,473.2K
Elon Musk,@elonmusk,2023-02-13 21:55:18,"Looking forward to Tesla Investor Day on March 1. 

By this, we mean the broadest definition of investor, as in the people & life of Earth.

It will be a message of good hope & positivity for the future.",16.7K,"9,891",215.7K
Elon Musk,@elonmusk,2023-02-13 21:47:04,We will prioritize by number of likes times ease of implementation,"4,360","4,532",45.9K
Elon Musk,@elonmusk,2023-02-13 21:45:16,What are your top requests for Twitter features & bug fixes?,32.9K,124.8K,229K
Tesla,@Tesla,2023-02-13 19:43:29,Giga Berlin is the machine that builds the machine ,"2,117",925,22.5K
Elon Musk,@elonmusk,2023-02-13 01:28:48,"Halftime Show Super Bowl LVII Super Bowl
Halftime Show Super Bowl LVII",11K,11K,126.6K
Elon Musk,@elonmusk,2023-02-12 22:41:07,"Good soundtrack youtube.com
RASX | Falcon Heavy | Flight Animation
When Falcon Heavy lifts off it will be the most powerful operational rocket in the world by a factor of two. Thrust at liftoff is equal to approximately eigh...","1,441","1,149",16.9K
Elon Musk,@elonmusk,2023-02-12 22:29:26,"Starship orbital launch attempt soon! youtube.com
SpaceX Starship Tribute
This video is a tribute to SpaceX and the Starship Crew as well as all of the people who tirelessly document history. It is a thank you to all of you :)DISCL...","8,705","5,332",102.6K
Elon Musk,@elonmusk,2023-02-12 19:01:54,"More work team completed over night:

- Removed height penalty affecting tweets with pics/video
- increased # of recommended tweets
- Better tracking of dropped tweets
- Removed filter causing false negatives 
- Removed penalty if user follows author
- Improved reach of retweet","3,205","2,253",30.9K
Elon Musk,@elonmusk,2023-02-12 18:34:07,"Don’t worry, just some of my   friends of mine stopping by …",62.6K,34.8K,711.9K
Elon Musk,@elonmusk,2023-02-12 06:46:55,[Oversized font & undersized paragraph spacing will be fixed this week],"2,472","1,652",38.6K
Elon Musk,@elonmusk,2023-02-12 06:45:14,"Long day at Twitter HQ with eng team

Two significant problems mostly addressed:

1. Fanout service for Following feed was getting overloaded when I tweeted, resulting in up to 95% of my tweets not getting delivered at all. Following is now pulling from search (aka Earlybird).…",12.2K,10K,123.4K
SpaceX,@SpaceX,2023-02-12 06:17:52,Falcon 9 launches 55 Starlink satellites to orbit ,"6,564","1,596",57.4K
SpaceX,@SpaceX,2023-02-12 05:11:49,"Liftoff! 0:29
1M views","3,449",616,25K
SpaceX,@SpaceX,2023-02-12 05:04:35,"Watch Falcon 9 launch 55 Starlink satellites to orbit → http://spacex.com/launches SpaceX
@SpaceX
Starlink Mission","2,910",695,15.8K
Elon Musk,@elonmusk,2023-02-12 04:29:17,Starship Super Heavy ,10.6K,"5,053",169K
Buck Sexton,@BuckSexton,2023-02-12 00:34:06,"Replying to 
@elonmusk So many high IQ people recognize the press as their emotional and cultural enforcers, so they become deeply attached to the propaganda machine-

Facts be damned.","5,027","1,933",36.5K
Tesla,@Tesla,2023-02-11 16:07:20,"Tesla ecosystem: energy generation, energy storage & electric vehicles 0:11
2.4M views","3,908","1,387",34.1K
Elon Musk,@elonmusk,2023-02-11 16:00:43,Some of the smartest people I know actively believe the press … amazing,59.7K,53.5K,473.7K
Elon Musk,@elonmusk,2023-02-11 14:19:33,"This test is at ~50% throttle. Launch attempt next month will be at ~90%. SpaceX
@SpaceX
·
Feb 9
Views from drone of Booster 7's static fire test
0:10
10.8M views","6,267","3,472",71.1K
Teslaconomics,@Teslaconomics,2023-02-10 22:55:25,"If this doesn’t motivate you, I don’t know what does. 

33 boosters have been successfully tested and now it’s time to launch Starship to orbit!

#SpaceX ","3,097","1,363",26.1K
SpaceX,@SpaceX,2023-02-10 20:58:05,"Super Heavy Booster 7 completed a full duration static fire test of 31 Raptor engines, producing 7.9 million lbf of thrust (~3,600 metric tons) – less than half of the booster’s capability ","6,220","1,831",45.4K
Elon Musk,@elonmusk,2023-02-10 20:55:20,"http://Starlink.com Tesmanian.com
@Tesmanian_com
·
Feb 10
SpaceX Starlink Internet is now available in Nordic countries – Iceland, Denmark, Finland, Norway, & Sweden

https://tesmanian.com/blogs/tesmanian-blog/iceland-1…","3,677","3,581",37.9K
Elon Musk,@elonmusk,2023-02-10 17:12:13,And making a day in the life videos ,"5,749","4,117",65.8K
Elon Musk,@elonmusk,2023-02-10 01:57:35,.,23.9K,44.1K,269.6K
Elon Musk,@elonmusk,2023-02-09 23:12:19,"One day, Starship will take us to Mars SpaceX
@SpaceX
·
Feb 9
Views from drone of Booster 7's static fire test",12.8K,13.1K,126.7K
Elon Musk,@elonmusk,2023-02-09 21:20:11,"Team turned off 1 engine just before start & 1 stopped itself, so 31 engines fired overall.

But still enough engines to reach orbit! SpaceX
@SpaceX
·
Feb 9
First static fire attempt of 33 Raptor engines on Booster 7 https://twitter.com/i/broadcasts/1BdGYygbWbAGX…
Show this thread","6,466","3,888",62.9K
SpaceX,@SpaceX,2023-02-09 21:08:32,"First static fire attempt of 33 Raptor engines on Booster 7 SpaceX
@SpaceX
Booster 7 Static Fire Test","6,252","1,095",32.7K
SpaceX,@SpaceX,2023-02-09 21:01:27,33 Raptor engine static fire attempt soon ,"6,181","1,351",50.4K
Elon Musk,@elonmusk,2023-02-09 21:00:10,"Attempting Starship 33 engine static fire Chris Bergin - NSF
@NASASpaceflight
·
Feb 9
Booster 7's been loaded (partial) for the test. Now we wait for the T-10 minute siren.

https://youtube.com/watch?v=2kG4AbAcia0…
Show this thread","4,102","2,820",37.2K
Shibetoshi Nakamoto,@BillyM2k,2023-02-09 18:52:23,"dude bookmarks are an awesome twitter feature, especially when preparing for a twitter spaces where you want to talk about particular tweets","1,394",682,17.3K
SpaceX,@SpaceX,2023-02-09 13:13:52,Starlink is now available in Iceland → http://starlink.com/map ,"3,702","1,631",27.4K
Elon Musk,@elonmusk,2023-02-09 07:57:19," en.m.wikipedia.org
The Lives of Others - Wikipedia","2,551","1,585",19.9K
Elon Musk,@elonmusk,2023-02-09 07:51:56,Recommendation algorithm should be fixed tomorrow,12.1K,"9,398",147.7K
Elon Musk,@elonmusk,2023-02-09 07:48:10,The Woke Stasi felt the heat today ,21.3K,12.7K,205.6K
Elon Musk,@elonmusk,2023-02-08 23:55:36,Twitter has been informed by the Turkish government that access will be reenabled shortly,28K,11.2K,315.7K
Sawyer Merritt,@SawyerMerritt,2023-02-08 16:29:34,"NEWS: The 
@Tesla
 Model Y was the best selling vehicle overall in California in 2022, surpassing the Toyota Camry. Tesla has also moved up to #2 in brand popularity. 1 out of every 10 vehicles sold in CA is now a Tesla. Model 3 was the 2nd best selling vehicle in CA. 
@elonmusk 1:51
1.5M views","3,234","1,392",21.4K
Elon Musk,@elonmusk,2023-02-08 02:49:44,"Master Plan 3, the path to a fully sustainable energy future for Earth will be presented on March 1. 

The future is bright! ",22.1K,"9,789",153.3K
Elon Musk,@elonmusk,2023-02-08 01:03:17,.,32.8K,48.1K,370K
SpaceX,@SpaceX,2023-02-08 00:40:13,"A SpaceX Starlink está agora disponível em todo o Brasil, permitindo que os clientes solicitem o serviço em todo o país → http://starlink.com/map ","2,583","1,051",16.9K
Elon Musk,@elonmusk,2023-02-07 17:41:38,"Going forward, Twitter will be broadly accepting of different values, rather than trying to impose its own specific values on the world",47K,34K,422.3K
Elon Musk,@elonmusk,2023-02-07 05:25:48,"I feel this one Will Durant
@DurantQuotesBot
·
Feb 6
Automated
The older the civilization, the longer the lawsuits.","4,121","4,816",49.6K
Elon Musk,@elonmusk,2023-02-07 04:26:34,Actual base level of Maslow’s hierarchy is lack of wifi,11.4K,"6,082",113.3K
SpaceX,@SpaceX,2023-02-07 02:09:32,"Deployment of 
@Hispasat
’s Amazonas Nexus confirmed ","3,011",736,20.3K
Elon Musk,@elonmusk,2023-02-07 01:44:10,"rtfm SpaceX
@SpaceX
·
Feb 7
Falcon 9’s first stage has landed on the Just Read the Instructions droneship","2,782","1,851",27.7K
SpaceX,@SpaceX,2023-02-07 01:32:55,"Liftoff! 0:24
571K views","3,741",807,25.1K
Elon Musk,@elonmusk,2023-02-07 00:44:37,It’s not supposed to be real ,"6,940","5,229",63.1K
Elon Musk,@elonmusk,2023-02-06 23:53:22,"Read this thread for more detail Matt Taibbi
@mtaibbi
·
Jan 3
http://3.In February, 2020, as COVID broke out, the Global Engagement Center – a fledgling analytic/intelligence arms of the State Department – went to the media with a report called, “Russian Disinformation Apparatus Taking Advantage of Coronavirus Concerns.”
Show this thread","6,236","1,003",23.7K
Elon Musk,@elonmusk,2023-02-06 23:36:00,That is the line they fed the media about me,"3,862","1,372",42.2K
Elon Musk,@elonmusk,2023-02-06 23:32:16,"The worst offender in US government censorship & media manipulation is an obscure agency called GEC state.gov
Global Engagement Center - United States Department of State",29.9K,"5,025",113.8K
Elon Musk,@elonmusk,2023-02-06 18:46:46,"Hopefully, Starship this year SpaceX
@SpaceX
·
Feb 6
Five years ago today, Falcon Heavy flew for the first time → http://youtube.com/watch?v=A0FZIwabctw…
Show this thread","3,261","3,067",35.7K
Elon Musk,@elonmusk,2023-02-06 16:06:43," The Babylon Bee
@TheBabylonBee
·
Feb 6
Man Narrowly Escapes Peace Of Mind With Well-Timed Twitter Visit https://babylonbee.com/news/man-narrowly-escapes-peace-of-mind-with-well-timed-twitter-visit…","3,347","3,834",37.1K
Andrea Stroppa,@andst7,2023-02-05 19:01:01,"Starlink funziona perfettamente. TIM ha numerosi problemi e non funziona in molte zone del paese. È un buon momento per passare a Starlink, sopratutto per chi vive fuori dalle grandi città. Ordina su http://Starlink.com Elon Musk
@elonmusk
·
Feb 5
Replying to @westcoastbill
Just posted http://Starlink.com in Italian for those in Italy that may wish to have it for primary or backup Internet connectivity","1,258",808,10.1K
Elon Musk,@elonmusk,2023-02-05 18:53:25,Disponibile in Italia! http://Starlink.com ,11.3K,"8,420",113.6K
Elon Musk,@elonmusk,2023-02-04 22:20:52,420,63.1K,41K,543K
Elon Musk,@elonmusk,2023-02-04 22:17:35,Actually happened to me ,26.3K,17.2K,309.7K
Elon Musk,@elonmusk,2023-02-04 21:57:03,Ordered “How to Scam” book months ago but still not arrived. Starting to think it could be … but no I’m sure it’s coming soon.,21.7K,18.1K,275.7K
Elon Musk,@elonmusk,2023-02-03 23:36:45,"Thank goodness, the wisdom of the people has prevailed!

I am deeply appreciative of the jury’s unanimous finding of innocence in the Tesla 420 take-private case.",20.1K,14.7K,263.4K
Tesla,@Tesla,2023-02-03 21:50:55,Megapack Factory ,"5,517","1,869",45.7K
