Uporabnisko ime,Handle,Cas,Body,Retweet,Reply,Likes
Elon Musk,@elonmusk,2023-01-08T22:23:42.000Z,(Chart by James Stephenson) ,"8,983","6,515",85.8K
Elon Musk,@elonmusk,2023-01-08T03:48:20.000Z,"Easy swipe right/left to move between recommended vs followed tweets rolls out later this week.

First part of a much larger UI overhaul.

Bookmark button (de facto silent like) on Tweet details rolls out a week later.

Long form tweets early Feb. 12.2K
16.5K
166.9K
26.4M",16.5K,12.2K,166.9K
Elon Musk,@elonmusk,2023-01-07T22:50:40.000Z,"Plaid is sickkk Tesla
@Tesla
·
Jan 7
Model S Plaid sets record as fastest car from 0-60 mph ever tested by Motortrend","6,022","8,246",83.9K
Tesla,@Tesla,2023-01-07T16:52:38.000Z,"Safety is the primary design objective for our vehicles. 

Your Tesla monitors your surroundings, alerting you or taking corrective action if you are at risk of an accident → tesla.com
Safety | Tesla
Tesla cars are designed for safety, combining onboard technology with an all-electric architecture for maximum protection.","4,832","2,024",38.8K
SpaceX,@SpaceX,2023-01-07T21:37:10.000Z,Falcon Heavy in the hangar at Launch Complex 39A in Florida ,"4,310",970,39.3K
Elon Musk,@elonmusk,2023-01-07T16:56:11.000Z,"Thread on how safe Tesla cars are Tesla
@Tesla
·
Jan 7
Safety is the primary design objective for our vehicles. 

Your Tesla monitors your surroundings, alerting you or taking corrective action if you are at risk of an accident → https://tesla.com/safety
Show this thread","5,416","5,897",51.4K
Elon Musk,@elonmusk,2023-01-06T18:05:15.000Z,8 years later & still no laws …  ,34.3K,27K,402.5K
Elon Musk,@elonmusk,2022-12-30T03:16:43.000Z,"New Twitter will strive to optimize unregretted user-minutes 15.7K
16.2K
210.4K
36.5M",16.2K,15.7K,210.4K
Tesla,@Tesla,2022-12-29T19:44:15.000Z,"2022 was a huge year for EVs. 

Thank you to Tesla owners, supporters & employees for helping us accelerate the world’s transition to sustainable energy!  2,852
5,310
49.4K
9.1M","5,310","2,852",49.4K
SpaceX,@SpaceX,2022-12-28T10:40:54.000Z,Falcon 9 launches 54 Starlink satellites to low-Earth orbit; completes SpaceX’s 60th mission of 2022! ,"5,607","1,536",48.4K
Elon Musk,@elonmusk,2022-12-29T04:50:26.000Z,"Significant backend server architecture changes rolled out. Twitter should feel faster. 24K
24.8K
313.3K
42.9M",24.8K,24K,313.3K
Tesla,@Tesla,2022-12-28T16:08:15.000Z,S3XY winter testing in New Zealand  ,"4,294","2,186",38.5K
Elon Musk,@elonmusk,2022-12-28T18:58:55.000Z,"New Twitter policy is to follow the science, which necessarily includes reasoned questioning of the science 41.5K
83.3K
609.7K
58.7M",83.3K,41.5K,609.7K
Elon Musk,@elonmusk,2022-12-28T16:58:14.000Z,"They did it! Elon Musk
@elonmusk
·
Mar 28, 2022
SpaceX Falcon  team is making excellent progress – aiming for 60 launches this year!
Show this thread",10.3K,"9,089",165K
Elon Musk,@elonmusk,2022-12-28T15:13:10.000Z,"Congratulations SpaceX Falcon team on 60 successful launches this year!! SpaceX
@SpaceX
·
Dec 28, 2022
Falcon 9 launches 54 Starlink satellites to low-Earth orbit; completes SpaceX’s 60th mission of 2022!",10.6K,"5,135",138.5K
SpaceX,@SpaceX,2022-12-28T09:43:53.000Z,Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship ,"3,988","1,330",40.3K
SpaceX,@SpaceX,2022-12-28T09:34:55.000Z,Liftoff! ,"3,741",996,37K
SpaceX,@SpaceX,2022-12-28T09:29:49.000Z,"Watch Falcon 9 launch 54 Starlink satellites to orbit → http://spacex.com/launches/sl5-1/ SpaceX
@SpaceX
Starlink Mission","3,187",757,26.9K
Elon Musk,@elonmusk,2022-12-28T07:11:15.000Z,I’m not brainwashed!! ,199.8K,74.1K,1.2M
Tesla,@Tesla,2022-12-27T22:54:10.000Z,Tesla ecosystem ,"4,688","2,971",41K
Elon Musk,@elonmusk,2022-12-20T23:50:05.000Z,"Should Congress approve the $1.7 trillion omnibus spending bill? Yes
28.8%
No
71.2%
3,111,041 votes
·
Final results",43.2K,38.9K,144.5K
Elon Musk,@elonmusk,2022-12-21T03:59:09.000Z,"I’m in favor of a small spending bill to keep things running, but common sense suggests that it be the least amount required through the holidays. 

Railroading through a giant spending bill that almost no one has read is unlikely to be in the best interests of the people. 16.2K
28.6K
208.4K
15.4M",28.6K,16.2K,208.4K
Elon Musk,@elonmusk,2022-12-18T23:20:33.000Z,"Should I step down as head of Twitter? I will abide by the results of this poll. Yes
57.5%
No
42.5%
17,502,391 votes
·
Final results",430.6K,391.1K,609.1K
Elon Musk,@elonmusk,2022-12-21T01:20:58.000Z,"I will resign as CEO as soon as I find someone foolish enough to take the job! After that, I will just run the software & servers teams. 66.1K
47.4K
346.9K
36M",47.4K,66.1K,346.9K
Elon Musk,@elonmusk,2022-12-21T01:09:30.000Z,"Whether for or against, please let your elected representatives know what you think about this $1.7 trillion spending bill that they’re trying to pass! 32.3K
43K
342.4K
42.8M",43K,32.3K,342.4K
Elon Musk,@elonmusk,2022-12-20T20:27:43.000Z,"Yikes! Lee Fang
@lhfang
·
Dec 20, 2022
1. TWITTER FILES PART 8

*How Twitter Quietly Aided the Pentagon’s Covert Online PsyOp Campaign*

Despite promises to shut down covert state-run propaganda networks, Twitter docs show that the social media giant directly assisted the U.S. military’s influence operations.
Show this thread",29.3K,"9,860",126.6K
Elon Musk,@elonmusk,2022-12-20T18:00:27.000Z,"Newspapers just search the Internet and print it out – SJM 14.2K
22.5K
233.4K
39.4M",22.5K,14.2K,233.4K
Elon Musk,@elonmusk,2022-12-20T15:13:45.000Z,"Government paid Twitter millions of dollars to censor info from the public Michael Shellenberger
@ShellenbergerMD
·
Dec 19, 2022
1. TWITTER FILES: PART 7

The FBI & the Hunter Biden Laptop

How the FBI & intelligence community discredited factual information about Hunter Biden’s foreign business dealings both after and *before* The New York Post revealed the contents of his laptop on October 14, 2020
Show this thread",97.2K,27.9K,353.8K
Elon Musk,@elonmusk,2022-12-20T17:32:35.000Z,"As (outgoing) Chair of House Intelligence, did you approve hidden state censorship in direct violation of the Constitution of the United States 
@RepAdamSchiff
? 12.8K
46.6K
204.7K
19.1M",46.6K,12.8K,204.7K
Elon Musk,@elonmusk,2022-12-20T17:04:48.000Z,"Hear, hear!! David Sacks
@DavidSacks
·
Dec 20, 2022
We need a new Church Commission to investigate why the FBI and Intelligence Community are engaged in social media censorship, including the suppression of the Hunter Biden story. twitter.com/TyCardon/statu…
Show this thread",24.7K,10.5K,157.6K
Tesla,@Tesla,2022-12-20T15:48:30.000Z,"Every Tesla has an electronic powertrain that provides instant torque control—enabling more control & stability in winter conditions Benjamin Westby (Back Roads EV)
@jaminwestby
·
Dec 17, 2022
A lot of posting on various groups trying to say EV’s aren’t great in winter. My @tesla #model3 is RWD, my commute is 3,000ft dirt road switchbacks. Equipped with snow tires, clearance essentially the only barrier. @klwtts @DriveElectricCO @WillToor @TESLORD1 @elonmusk
Show this thread","3,149","1,823",27.4K
Elon Musk,@elonmusk,2022-12-20T15:10:54.000Z,"Other social media companies too, not just Twitter Dave Rubin
@RubinReport
·
Dec 19, 2022
Holy sheep shit. The government was actually paying Twitter to censor people.

@elonmusk, maybe there is a way to make Twitter profitable! (Though will cost you your soul.) twitter.com/ShellenbergerM…",30.2K,"7,319",144K
Dave Rubin,@RubinReport,2022-12-19T22:49:59.000Z,"Holy sheep shit. The government was actually paying Twitter to censor people.
@elonmusk
, maybe there is a way to make Twitter profitable! (Though will cost you your soul.) Michael Shellenberger
@ShellenbergerMD
·
Dec 19, 2022
46. The FBI’s influence campaign may have been helped by the fact that it was paying Twitter millions of dollars for its staff time.

“I am happy to report we have collected $3,415,323 since October 2019!” reports an associate of Jim Baker in early 2021.
Show this thread",12.7K,"2,480",46.4K
Twitter Business,@TwitterBusiness,2022-12-19T21:45:52.000Z,"Today, we’re rolling out Twitter Blue for Business, a new program that lets businesses distinguish their brands and key employees on Twitter. These accounts will show a square company badge next to their display names. ","6,014","2,719",33K
Tesla,@Tesla,2022-12-19T20:51:18.000Z,"Be your own utility with Solar & Powerwall → tesla.com
Design your Solar + Powerwall system
Design and order solar to take control of your home's energy production and immediately save on your utility bill.","2,881","1,519",25.6K
SpaceX,@SpaceX,2022-12-16T15:00:59.000Z,Falcon 9 launches the Surface Water and Ocean Topography (SWOT) mission to orbit; first stage booster returns to Earth ,"3,613",934,37.3K
Elon Musk,@elonmusk,2022-12-16T21:08:57.000Z,"KABOOM  Matt Taibbi
@mtaibbi
·
Dec 16, 2022
1. THREAD: The Twitter Files, Part Six
TWITTER, THE FBI SUBSIDIARY
Show this thread",32.8K,10.9K,150.9K
Elon Musk,@elonmusk,2022-12-16T20:45:31.000Z,"So inspiring to see the newfound love of freedom of speech by the press  35.8K
52.7K
493.7K
38.6M",52.7K,35.8K,493.7K
Elon Musk,@elonmusk,2022-12-16T20:38:47.000Z,"Meanwhile, Twitter usage (by real humans) once again reaches all-time highs 19.3K
30.7K
341.4K
22.3M",30.7K,19.3K,341.4K
Elon Musk,@elonmusk,2022-12-16T20:21:03.000Z,"Great questions David Sacks
@DavidSacks
·
Dec 16, 2022
Should real-time doxxing be allowed on Twitter?
Show this poll","3,936","6,495",41.1K
Elon Musk,@elonmusk,2022-12-16T17:28:07.000Z,"And soon, ladies & gentlemen, the coup de grâce 30.6K
42.1K
341.8K
48M",42.1K,30.6K,341.8K
Elon Musk,@elonmusk,2022-12-16T07:53:39.000Z,"Twitter right now is  62.9K
63.5K
657.4K
74.4M",63.5K,62.9K,657.4K
Marc Andreessen,@pmarca,2022-12-16T06:02:06.000Z,"A warm welcome to all the newest converts to the great American cause of free speech! 2,400
6,270
66.1K
9.8M","6,270","2,400",66.1K
Elon Musk,@elonmusk,2022-12-16T04:34:25.000Z,"Unsuspend accounts who doxxed my exact location in real-time Now
58.7%
In 7 days
41.3%
3,690,639 votes
·
Final results",28.3K,67.3K,88.2K
Elon Musk,@elonmusk,2022-12-16T03:56:48.000Z,"Unsuspend accounts who doxxed my exact location in real-time Now
43%
Tomorrow
4.5%
7 days from now
14.4%
Longer
38.1%
535,233 votes
·
Final results",14.3K,24.8K,82.1K
Elon Musk,@elonmusk,2022-12-16T04:33:40.000Z,"Sorry, too many options. Will redo poll. 11.3K
5,530
73.8K
15.8M","5,530",11.3K,73.8K
Elon Musk,@elonmusk,2022-12-16T04:04:49.000Z,"Replying to 
@elonmusk If anyone posted real-time locations & addresses of NYT reporters, FBI would be investigating, there’d be hearings on Capitol Hill & Biden would give speeches about end of democracy!",30.8K,17.9K,254.1K
Elon Musk,@elonmusk,2022-12-16T02:22:25.000Z,"I love Barbara Streisand lol Readers added context they thought people might want to know
Elon Musk is alluding to comparisons that are being made of Twitter banning accounts to the Streisand Effect, which is when to attempting conceal information results in further exposure of said information.
Streisand Effect:
en.wikipedia.org/wiki/Streisand…
Example comparisons:
twitter.com/sadmonsters/st…
twitter.com/goldengateblon…
Do you find this helpful?
Rate it","9,466",16.1K,117.4K
Tesla,@Tesla,2022-12-15T22:08:16.000Z,"Tesla Electric lets Powerwall owners generate, use & export sustainable power to run their homes ","3,054","1,379",24K
Tesla,@Tesla,2022-12-15T22:08:08.000Z,"Introducing Tesla Electric, the electricity plan that offers low-cost clean energy for homes with Powerwall—starting in Texas → https://tesla.com/electric ","5,590","1,913",37.8K
Elon Musk,@elonmusk,2022-12-11T10:58:17.000Z,"My pronouns are Prosecute/Fauci 113.9K
223.3K
1.2M",223.3K,113.9K,1.2M
Elon Musk,@elonmusk,2022-12-12T11:24:29.000Z,"Truth resonates … 8,184
15.1K
202.2K",15.1K,"8,184",202.2K
Elon Musk,@elonmusk,2022-12-11T19:47:35.000Z,"Calling all & 

Please attack me! 32.5K
25K
310.1K",25K,32.5K,310.1K
Elon Musk,@elonmusk,2022-12-11T20:07:59.000Z,"Cool, the bots are so far unable to swarm to the top of my replies! 8,869
12.2K
196.7K",12.2K,"8,869",196.7K
Elon Musk,@elonmusk,2022-12-11T18:12:21.000Z,"Hope you’re having a lovely Sunday!  42K
29.5K
491.3K",29.5K,42K,491.3K
Elon Musk,@elonmusk,2022-12-11T10:22:45.000Z,"Now things get spicy  15.4K
30K
369K",30K,15.4K,369K
Elon Musk,@elonmusk,2022-12-11T09:09:55.000Z,"Twitter is speeding up 14.6K
19.9K
290.1K",19.9K,14.6K,290.1K
Elon Musk,@elonmusk,2022-12-11T08:50:15.000Z,"Twitter was Wormtongue to the World 7,903
17.2K
178.9K",17.2K,"7,903",178.9K
Elon Musk,@elonmusk,2022-12-11T08:40:09.000Z,"Saruman … your staff is broken.
https://m.youtube.com/watch?v=0bG8CVUujhs… 3,583
7,140
81K","7,140","3,583",81K
SpaceX,@SpaceX,2022-12-11T08:27:14.000Z,Deployment of ispace’s HAKUTO-R Mission 1 confirmed ,"4,284",955,39K
Elon Musk,@elonmusk,2022-12-11T08:09:37.000Z,"The bots are in for a surprise tomorrow 33.9K
72K
581K",72K,33.9K,581K
SpaceX,@SpaceX,2022-12-11T07:22:47.000Z,"Watch Falcon 9 launch ispace’s HAKUTO-R Mission 1 to a lunar transfer orbit → http://spacex.com/launches SpaceX
@SpaceX
ispace M1 Mission","4,065",922,31.3K
SpaceX,@SpaceX,2022-12-11T07:47:32.000Z,Falcon 9’s first stage has landed on Landing Zone 2 ,"3,750",733,37.7K
SpaceX,@SpaceX,2022-12-11T07:39:03.000Z,Liftoff! ,"5,637",952,54.5K
Elon Musk,@elonmusk,2022-12-08T17:17:01.000Z,X in beautiful San Francisco ,12.1K,12.8K,343.5K
Elon Musk,@elonmusk,2022-12-08T17:17:49.000Z,And with his Twitter badge ,"4,976","4,837",163.6K
Elon Musk,@elonmusk,2022-12-08T09:44:29.000Z,Woke v Woke ,18.8K,13.7K,183K
Tesla Owners Silicon Valley,@teslaownersSV,2022-12-08T01:30:30.000Z,"Tesla Semi is super quiet while pulling the float. Pretty insane to see this as the future. The exhaust and engine aren’t killing the awesome sounds. 
@elonmusk 0:21
1.5M views
From 
Gail Alfar","4,868","2,715",44.9K
SpaceX,@SpaceX,2022-12-07T16:05:04.000Z,"Teams completed additional vehicle inspections and reviews; rocket and payload are looking good for launch of the 
@ispace_inc
 HAKUTO-R mission 1 targeted for no earlier than Sunday, December 11 at 2:38 a.m. ET ispace_HAKUTO-R
@ispace_HAKUTO_R
·
Dec 7, 2022
打上予定日のお知らせ：
いつも「HAKUTO-R」を応援いただき、ありがとうございます。

ispaceは、ミッション1の打ち上げ予定日をSpaceXと協議した結果、12月11日（日）16時38分（日本時間）に更新することといたしました。
Show this thread","1,858",825,17.4K
Elon Musk,@elonmusk,2022-12-07T10:36:28.000Z,"Oh, you know, keeping busy … ",10.1K,"9,455",116.9K
Elon Musk,@elonmusk,2022-12-07T02:40:08.000Z,"Oh, what a tangled web they weave, when first they practice to … 23.5K
28.8K
320K",28.8K,23.5K,320K
Elon Musk,@elonmusk,2022-12-05T18:59:37.000Z,"So many interesting posts on Twitter these days! 44.9K
34.7K
513.7K",34.7K,44.9K,513.7K
Elon Musk,@elonmusk,2022-12-05T07:48:11.000Z,Starship takes beings of Earth to Mars ,34.7K,25.4K,356K
Elon Musk,@elonmusk,2022-12-05T07:48:57.000Z,"Space Ark - 1968 by Japanese artist Shigeru Komatsuzaki (1915-2001) 5,117
6,700
117.2K","6,700","5,117",117.2K
Center for Oldest Ice Exploration,@COLDEX_STC,2022-12-05T04:06:28.000Z,"Despite 30 knot winds at the Allan Hills, Antarctica, where ice cores up to 2,700,000 years old have been found, 
@SpaceX
 Starlink continues to give the 
@NSF
-supported COLDEX team unprecedented connectivity! 
@blueicehiggins
 @icy_pete ",10.3K,"2,903",94.5K
Elon Musk,@elonmusk,2022-12-04T12:39:43.000Z,"The intelligence of this hive-mind will improve significantly as signal/noise, effective cross-linking of tweets & speed of tweets all improve 16.6K
19.7K
216.3K",19.7K,16.6K,216.3K
Elon Musk,@elonmusk,2022-12-04T08:53:09.000Z,"Anything anyone says will be used against me in a court of law 32.4K
35.9K
497.4K",35.9K,32.4K,497.4K
Elon Musk,@elonmusk,2022-12-04T04:35:56.000Z,"The more Twitter improves its signal to noise ratio, the less relevant conventional news becomes 17.2K
32.5K
323.4K",32.5K,17.2K,323.4K
Elon Musk,@elonmusk,2022-12-01T20:31:11.000Z,"AI is getting really good Marc Andreessen
@pmarca
·
Dec 1, 2022","6,771","5,363",58.6K
Elon Musk,@elonmusk,2022-12-01T18:18:59.000Z,"I meet so many people who read twitter every day, but almost never tweet.

If I may beg your indulgence, please add your voice to the public dialogue! 127.6K
59.2K
599.5K",59.2K,127.6K,599.5K
Elon Musk,@elonmusk,2022-12-01T16:58:25.000Z,"Lot of people stuck in a damn-that’s-crazy ChatGPT loop  4,784
6,383
81.3K","6,383","4,784",81.3K
Elon Musk,@elonmusk,2022-12-01T15:24:45.000Z,"As a reminder, tap the stars icon on upper right of screen to switch between latest people you follow and recommended tweets 9,350
14.9K
155.4K",14.9K,"9,350",155.4K
Elon Musk,@elonmusk,2022-12-01T03:32:07.000Z,"Twitter is purging a lot of spam/scam accounts right now, so you may see your follower count drop 53.2K
81K
691K",81K,53.2K,691K
Elon Musk,@elonmusk,2022-12-01T01:30:26.000Z,"Exciting Neuralink update in 30 mins! Neuralink
@neuralink
·
Dec 1, 2022
Livestream link for today’s event: http://neuralink.com/stream

See you at 6 pm PT","5,219","6,021",55.4K
Elon Musk,@elonmusk,2022-11-30T20:26:14.000Z,"Thanks 
@tim_cook
 for taking me around Apple’s beautiful HQ ",29.7K,20.1K,440.6K
Elon Musk,@elonmusk,2022-11-30T23:05:59.000Z,"Good conversation. Among other things, we resolved the misunderstanding about Twitter potentially being removed from the App Store. Tim was clear that Apple never considered doing so. 22.7K
38.5K
434.4K",38.5K,22.7K,434.4K
Twitter Business,@TwitterBusiness,2022-11-30T18:32:49.000Z,"Twitter 2.0:

Same mission.
Faster innovation.
More transparency. blog.twitter.com
Twitter 2.0: Our continued commitment to the public conversation
Twitter’s mission is to promote and protect the public conversation–to be the town square of the internet. For many years, we’ve said that we want to give everyone the power to create and share ideas","8,007","2,321",56K
SpaceX,@SpaceX,2022-11-30T01:05:37.000Z,"Falcon 9 is vertical on pad 40 in Florida ahead of launch of the 
@ispace_inc
 HAKUTO-R Mission 1 – the first privately-led Japanese mission to land on the lunar surface → http://spacex.com/launches/ispace-m1/… ","3,692","1,811",34.8K
Elon Musk,@elonmusk,2022-11-30T15:54:33.000Z,"Update from 
@Neuralink
 at 6pm PT 7,631
9,986
109.3K","9,986","7,631",109.3K
Elon Musk,@elonmusk,2022-11-30T05:45:48.000Z,"Twitter core services latency reduced by ~400ms. Should feel noticeably faster. 17.8K
22.3K
320K",22.3K,17.8K,320K
Elon Musk,@elonmusk,2022-11-30T08:13:06.000Z,"Microservices … youtube.com
Microservices
it's because of the way our backend works // merch: https://merch.krazam.tv// https://www.instagram.com/krazam.tv // https://twitter.com/krazamtv","3,061","2,636",37.5K
Elon Musk,@elonmusk,2022-11-29T23:31:45.000Z,"A little more progress to Mars SpaceX
@SpaceX
·
Nov 29, 2022
Booster 7 completed a long-duration static fire test of 11 Raptor 2 engines on the orbital launch pad at Starbase",11.2K,10.1K,139.3K
Elon Musk,@elonmusk,2022-11-28T18:26:17.000Z,"Apple should publish all censorship actions it has taken that affect its customers Yes
84.7%
No
15.3%
2,228,444 votes
·
Final results",39.1K,21.3K,184.7K
